Nombre,Autor/a,Ended on,Pages,Pages read,Progress,Rating,Read?,Status,Tags
I want to be where the normal people are,Rachel Bloom,"March 25, 2021",220,220,✔100%,★★★★☆1/2,Yes,Read,autobiography
