Nombre,Autor/a,Tags,Read?,Rating,Status,Pages read,Pages,Progress,Ended on
I want to be where the normal people are,Rachel Bloom,autobiography,Yes,★★★★☆1/2,Read,220,220,✔100%,"March 25, 2021"
